Latitude,Longitude
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244367599487
46.1137466430664,13.2244358062744
46.1137466430664,13.2244358062744
46.1137466430664,13.2244358062744
46.1137466430664,13.2244358062744
46.1137504577637,13.2244358062744
46.1137504577637,13.2244358062744
46.1137504577637,13.2244358062744
46.1137504577637,13.2244358062744
46.1137504577637,13.2244358062744
46.1137504577637,13.2244358062744
46.1137504577637,13.2244358062744
46.1137504577637,13.2244358062744
46.1137504577637,13.2244358062744
46.1137504577637,13.2244358062744
46.1137504577637,13.2244348526001
46.1137504577637,13.2244348526001
46.1137504577637,13.2244348526001
46.1137504577637,13.2244348526001
46.1137504577637,13.2244348526001
46.1137504577637,13.2244348526001
46.1137504577637,13.2244348526001
46.1137504577637,13.2244348526001
46.1137504577637,13.2244348526001
46.1137504577637,13.2244348526001
46.1137504577637,13.2244348526001
46.1137504577637,13.2244338989258
46.1137504577637,13.2244338989258
46.1137504577637,13.2244338989258
46.1137542724609,13.2244338989258
46.1137542724609,13.2244338989258
46.1137542724609,13.2244338989258
46.1137542724609,13.2244338989258
46.1137542724609,13.2244338989258
46.1137542724609,13.2244338989258
46.1137542724609,13.2244329452515
46.1137542724609,13.2244329452515
46.1137542724609,13.2244329452515
46.1137542724609,13.2244329452515
46.1137542724609,13.2244329452515
46.1137542724609,13.2244329452515
46.1137542724609,13.2244329452515
46.1137542724609,13.2244329452515
46.1137542724609,13.2244319915771
46.1137542724609,13.2244319915771
46.1137542724609,13.2244319915771
46.1137580871582,13.2244319915771
46.1137580871582,13.2244319915771
46.1137580871582,13.2244319915771
46.1137580871582,13.2244319915771
46.1137580871582,13.2244310379028
46.1137580871582,13.2244310379028
46.1137580871582,13.2244310379028
46.1137580871582,13.2244310379028
46.1137580871582,13.2244310379028
46.1137580871582,13.2244310379028
46.1137580871582,13.2244310379028
46.1137580871582,13.2244300842285
46.1137580871582,13.2244300842285
46.1137580871582,13.2244300842285
46.1137619018555,13.2244300842285
46.1137619018555,13.2244300842285
46.1137619018555,13.2244300842285
46.1137619018555,13.2244291305542
46.1137619018555,13.2244291305542
46.1137619018555,13.2244291305542
46.1137619018555,13.2244291305542
46.1137619018555,13.2244291305542
46.1137619018555,13.2244291305542
46.1137619018555,13.2244281768799
46.1137619018555,13.2244281768799
46.1137619018555,13.2244281768799
46.1137657165527,13.2244281768799
46.1137657165527,13.2244281768799
46.1137657165527,13.2244272232056
46.1137657165527,13.2244272232056
46.1137657165527,13.2244272232056
46.1137657165527,13.2244272232056
46.1137657165527,13.2244272232056
46.1137657165527,13.2244272232056
46.1137657165527,13.2244262695313
46.1137657165527,13.2244262695313
46.11376953125,13.2244262695313
46.11376953125,13.2244262695313
46.11376953125,13.2244253158569
46.11376953125,13.2244253158569
46.11376953125,13.2244253158569
46.11376953125,13.2244253158569
46.11376953125,13.2244253158569
46.11376953125,13.2244243621826
46.11376953125,13.2244243621826
46.11376953125,13.2244243621826
46.1137733459473,13.2244243621826
46.1137733459473,13.2244243621826
46.1137733459473,13.2244234085083
46.1137733459473,13.2244234085083
46.1137733459473,13.2244234085083
46.1137733459473,13.2244234085083
46.1137733459473,13.224422454834
46.1137733459473,13.224422454834
46.1137733459473,13.224422454834
46.1137771606445,13.224422454834
46.1137771606445,13.2244215011597
46.1137771606445,13.2244215011597
46.1137771606445,13.2244215011597
46.1137771606445,13.2244215011597
46.1137771606445,13.2244205474854
46.1137771606445,13.2244205474854
46.1137771606445,13.2244205474854
46.1137771606445,13.2244205474854
46.1137809753418,13.224419593811
46.1137809753418,13.224419593811
46.1137809753418,13.224419593811
46.1137809753418,13.224419593811
46.1137809753418,13.2244186401367
46.1137809753418,13.2244186401367
46.1137809753418,13.2244186401367
46.1137809753418,13.2244186401367
46.1137847900391,13.2244176864624
46.1137847900391,13.2244176864624
46.1137847900391,13.2244176864624
46.1137847900391,13.2244176864624
46.1137847900391,13.2244167327881
46.1137847900391,13.2244167327881
46.1137847900391,13.2244167327881
46.1137886047363,13.2244157791138
46.1137886047363,13.2244157791138
46.1137886047363,13.2244157791138
46.1137886047363,13.2244157791138
46.1137886047363,13.2244148254395
46.1137886047363,13.2244148254395
46.1137886047363,13.2244148254395
46.1137924194336,13.2244138717651
46.1137924194336,13.2244138717651
46.1137924194336,13.2244138717651
46.1137924194336,13.2244138717651
46.1137924194336,13.2244129180908
46.1137924194336,13.2244129180908
46.1137924194336,13.2244129180908
46.1137962341309,13.2244119644165
46.1137962341309,13.2244119644165
46.1137962341309,13.2244119644165
46.1137962341309,13.2244110107422
46.1137962341309,13.2244110107422
46.1137962341309,13.2244110107422
46.1137962341309,13.2244100570679
46.1138000488281,13.2244100570679
46.1138000488281,13.2244100570679
46.1138000488281,13.2244091033936
46.1138000488281,13.2244091033936
46.1138000488281,13.2244091033936
46.1138000488281,13.2244091033936
46.1138038635254,13.2244081497192
46.1138038635254,13.2244081497192
46.1138038635254,13.2244081497192
46.1138038635254,13.2244071960449
46.1138038635254,13.2244071960449
46.1138038635254,13.2244071960449
46.1138076782227,13.2244062423706
46.1138076782227,13.2244062423706
46.1138076782227,13.2244052886963
46.1138076782227,13.2244052886963
46.1138076782227,13.2244052886963
46.1138076782227,13.224404335022
46.1138076782227,13.224404335022
46.1138114929199,13.224404335022
46.1138114929199,13.2244033813477
46.1138114929199,13.2244033813477
46.1138114929199,13.2244033813477
46.1138114929199,13.2244024276733
46.1138153076172,13.2244024276733
46.1138153076172,13.2244024276733
46.1138153076172,13.224401473999
46.1138153076172,13.224401473999
46.1138153076172,13.2244005203247
46.1138153076172,13.2244005203247
46.1138191223145,13.2244005203247
46.1138191223145,13.2243995666504
46.1138191223145,13.2243995666504
46.1138191223145,13.2243995666504
46.1138191223145,13.2243986129761
46.1138191223145,13.2243986129761
46.1138229370117,13.2243976593018
46.1138229370117,13.2243976593018
46.1138229370117,13.2243976593018
46.1138229370117,13.2243967056274
46.1138229370117,13.2243967056274
46.113826751709,13.2243957519531
46.113826751709,13.2243957519531
46.113826751709,13.2243957519531
46.113826751709,13.2243947982788
46.113826751709,13.2243947982788
46.1138305664063,13.2243938446045
46.1138305664063,13.2243938446045
46.1138305664063,13.2243938446045
46.1138305664063,13.2243928909302
46.1138305664063,13.2243928909302
46.1138343811035,13.2243919372559
46.1138343811035,13.2243919372559
46.1138343811035,13.2243919372559
46.1138343811035,13.2243909835815
46.1138343811035,13.2243909835815
46.1138381958008,13.2243900299072
46.1138381958008,13.2243900299072
46.1138381958008,13.2243890762329
46.1138381958008,13.2243890762329
46.1138381958008,13.2243890762329
46.113842010498,13.2243881225586
46.113842010498,13.2243881225586
46.113842010498,13.2243871688843
46.113842010498,13.2243871688843
46.113842010498,13.22438621521
46.1138458251953,13.22438621521
46.1138458251953,13.2243852615356
46.1138458251953,13.2243852615356
46.1138458251953,13.2243852615356
46.1138458251953,13.2243843078613
46.1138496398926,13.2243843078613
46.1138496398926,13.224383354187
46.1138496398926,13.224383354187
46.1138496398926,13.2243824005127
46.1138534545898,13.2243824005127
46.1138534545898,13.2243814468384
46.1138534545898,13.2243814468384
46.1138534545898,13.2243814468384
46.1138534545898,13.2243804931641
46.1138572692871,13.2243804931641
46.1138572692871,13.2243795394897
46.1138572692871,13.2243795394897
46.1138572692871,13.2243785858154
46.1138572692871,13.2243785858154
46.1138610839844,13.2243776321411
46.1138610839844,13.2243776321411
46.1138610839844,13.2243766784668
46.1138610839844,13.2243766784668
46.1138648986816,13.2243757247925
46.1138648986816,13.2243757247925
46.1138648986816,13.2243747711182
46.1138648986816,13.2243747711182
46.1138687133789,13.2243738174438
46.1138687133789,13.2243738174438
